student_id,score,1,4,5,6,7
1,82.57010868331169,1.0,0.1,0.4,0.3,0.1
2,79.4289540666103,0.8,0.6,0.2,0.2,0.0
3,64.6163412667082,0.5,0.2,0.2,0.4,0.1
4,47.85650642396536,0.3,0.3,0.2,0.4,0.0
5,76.84183420489688,0.7777777777777778,0.4444444444444444,0.4444444444444444,0.0,0.0
6,74.45079602864544,0.7777777777777778,0.4444444444444444,0.1111111111111111,0.2222222222222222,0.1111111111111111
7,89.59329070557581,0.9,0.1,0.3,0.3,0.3
8,44.67803202436302,0.3,0.4,0.1,0.4,0.0
9,88.18796731843304,1.0,0.3,0.2,0.4,0.1
10,77.96598070797035,0.9,0.3,0.0,0.4,0.1
11,51.64173908625177,0.4,0.4,0.4,0.1,0.0
12,72.27592284727695,0.8,0.2,0.2,0.4,0.1
13,86.57515393044599,0.9,0.0,0.6,0.3,0.1
14,70.62372228111862,0.6666666666666666,0.2222222222222222,0.6666666666666666,0.0,0.0
15,85.67585152013602,0.8888888888888888,0.1111111111111111,0.1111111111111111,0.5555555555555556,0.2222222222222222
16,76.53780058126789,0.8,0.3,0.5,0.2,0.0
17,71.00869408868203,0.6,0.3,0.6,0.0,0.1
18,62.09256698248241,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
19,57.31764660752804,0.5,0.5,0.2,0.3,0.0
20,65.70828396032789,0.5,0.5,0.4,0.1,0.0
21,84.65430317424858,1.0,0.125,0.375,0.5,0.0
22,73.46882539411772,0.7777777777777778,0.1111111111111111,0.5555555555555556,0.1111111111111111,0.1111111111111111
23,70.86632088328383,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.1111111111111111
24,61.4939397334144,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
25,55.87712329167161,0.4,0.3,0.2,0.2,0.2
26,38.990283189592176,0.1,0.5,0.1,0.2,0.1
27,56.06982185234572,0.4,0.2,0.5,0.3,0.0
28,67.58137784107028,0.7,0.5,0.3,0.0,0.2
29,49.163168889426125,0.4,0.3,0.3,0.0,0.0
30,65.65681974800441,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.1111111111111111
31,44.46124022985125,0.3,0.6,0.1,0.2,0.0
32,56.23447490299601,0.3,0.3,0.4,0.1,0.2
33,64.17746192179155,0.3333333333333333,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.1111111111111111
34,76.43252056985916,0.8,0.3,0.3,0.3,0.1
35,73.40454564138042,0.5714285714285714,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.0
36,73.43372906371968,0.8,0.3,0.2,0.3,0.2
37,76.29159548412663,0.7,0.3,0.3,0.3,0.1
38,70.93036916339385,0.7,0.4,0.1,0.2,0.1
39,60.10492918434363,0.4,0.1,0.6,0.3,0.0
40,75.58489468330441,0.625,0.25,0.125,0.5,0.0
41,75.25735887340605,0.7,0.6,0.1,0.3,0.0
42,76.44684399906934,0.8,0.3,0.2,0.3,0.1
